extra_1,ошибки,домен,домен_корр,бе,бе_корр,цфо,мвз,суперпродукт,продукт_1с_ух,фин_клиент,ключевой_клиент,направление,екдр,pl_ручной_ввод,статья_pl,организация,домен_от_контрагента,бе_от_контрагента,контрагент,l_контрагент_1с_ух,id_сделки,бизнес_категория,проект,l_проект_1с_ух,проект_1с_ух_наименование,тип_проекта_1с_ух,комментарий,отв,ставка_ндс,не_рассчитывать_cf,cf_поквартально,cf_в_каком_месяце_признавать,смещение_сумм_cf_мес,pl_jan,pl_feb,pl_mar,pl_apr,pl_may,pl_jun,pl_jul,pl_aug,pl_sep,pl_oct,pl_nov,pl_dec,pl_fy,статья_cf_кодификатор,статья_cf_корректировка,статья_cf,cf_jan,cf_feb,cf_mar,cf_apr,cf_may,cf_jun,cf_jul,cf_aug,cf_sep,cf_oct,cf_nov,cf_dec,cf_fy,extra_64,extra_65,extra_66,extra_67,extra_68
#1028,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020402 | Услуги по установке оборудования,\N,11020402 | Установка оборудования,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Договор № SSP240229OL1 от 26___03___2024,Договор № SSP240229OL1 от 26___03___2024,Прочий сервис,Ремонт маршрутизаторов_____РАДИОФИД,\N,0.22,true,false,\N,0,0,0,1229508.1967213,0,0,1229508.1967213,0,0,1229508.1967213,0,0,1229508.1967213,4918032.7868852,\N,CF02010200|Услуги по установке оборудования,CF02010200|Услуги по установке оборудования,0,0,1500000,0,0,1500000,0,0,1500000,0,0,1500000,6000000,11020000,CF02010000,4918032.7868852,6000000,CF02
#1029,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020402 | Услуги по установке оборудования,\N,11020402 | Установка оборудования,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Ремонт прочего оборудования,\N,0.22,true,false,\N,0,0,0,122950.81967213,0,0,122950.81967213,0,0,122950.81967213,0,0,122950.81967213,491803.27868852,\N,CF02010200|Услуги по установке оборудования,CF02010200|Услуги по установке оборудования,0,0,150000,0,0,150000,0,0,150000,0,0,150000,600000,11020000,CF02010000,491803.27868852,600000,CF02
#1030,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Блок развития бизнеса_Мультикарта,Блок развития бизнеса_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПСР,МУЛЬТИКАРТА_11_ПСР,Процессинг,Предоставление услуг по аналитике_____,\N,0,true,false,\N,0,1110000,1406000,1554000,1628000,1406000,1554000,1702000,1554000,1628000,1628000,1480000,1628000,18278000,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,1110000,1406000,1554000,1628000,1406000,1554000,1702000,1554000,1628000,1628000,1480000,1628000,18278000,11020000,CF02010000,15762000,15762000,CF02
#1031,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Блок развития бизнеса_Мультикарта,Блок развития бизнеса_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПСР,МУЛЬТИКАРТА_11_ПСР,Процессинг,Предоставление услуг по аналитике_2,\N,0.22,true,false,\N,0,640327.86885246,811081.96721311,896459.01639344,939147.54098361,811081.96721311,896459.01639344,981836.06557377,859106.55737705,939147.54098361,939147.54098361,853770.49180328,939147.54098361,10506713.114754,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,781200,989520,1093680,1145760,989520,1093680,1197840,1048110,1145760,1145760,1041600,1145760,12818190,11020000,CF02010000,9055303.27868853,11047470,CF02
#1032,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Блок развития бизнеса_Мультикарта,Блок развития бизнеса_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПСР,МУЛЬТИКАРТА_11_ПСР,Процессинг,Предоставление услуг по разработке и тестированию_____,\N,0.22,true,false,\N,0,967868.85245902,1225967.2131148,1355016.3934426,1419540.9836066,1225967.2131148,1355016.3934426,1586622.9508197,1388295.0819672,1517639.3442623,1517639.3442623,1379672.1311475,1517639.3442623,16456885.245902,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,1180800,1495680,1653120,1731840,1495680,1653120,1935680,1693720,1851520,1851520,1683200,1851520,20077400,11020000,CF02010000,14263049.1803279,17400920,CF02
#1033,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Блок развития бизнеса_Мультикарта,Блок развития бизнеса_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Договор № SSP240229OL1 от 26___03___2024,Договор № SSP240229OL1 от 26___03___2024,Прочий сервис,Предоставление услуг по аналитике и разработке_____,\N,0.22,true,false,\N,0,777049.18032787,984262.29508197,1087868.852459,1139672.1311475,984262.29508197,1087868.852459,1191475.4098361,1042540.9836066,1139672.1311475,1139672.1311475,1036065.5737705,1139672.1311475,12750081.967213,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,948000,1200800,1327200,1390400,1200800,1327200,1453600,1271900,1390400,1390400,1264000,1390400,15555100,11020000,CF02010000,10988770.491803171,13406300,CF02
#1034,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Услуги по проведению тестов на отказ в обслуживании (эмуляция Ddos атак),\N,0.22,true,false,\N,0,0,0,0,0,1229508.1967213,0,0,0,0,0,1229508.1967213,0,2459016.3934426,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,0,0,0,0,1500000,0,0,0,0,0,1500000,0,3000000,11020000,CF02010000,2459016.3934426,3000000,CF02
#1035,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Работы по проведению тестов на проникновение в режиме RedTeam/BlueTeam (рекомендация УИБ ВТБ),\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,5327868.852459,0,0,0,0,5327868.852459,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,0,0,0,0,0,0,0,6500000,0,0,0,0,6500000,11020000,CF02010000,5327868.852459,6500000,CF02
#1036,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Услуги по проведению ASV-сканирования,\N,0.22,true,false,\N,0,0,491803.27868853,0,0,491803.27868853,0,0,491803.27868853,0,0,491803.27868853,0,1967213.1147541,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,0,600000,0,0,600000,0,0,600000,0,0,600000,0,2400000,11020000,CF02010000,1475409.83606559,1800000,CF02
#1037,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,"Работы по миграция IDM ""Аванпост""с версии 6 на версию 7",\N,0,true,false,\N,0,0,0,12000000,0,0,0,0,0,0,0,0,0,12000000,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,0,0,12000000,0,0,0,0,0,0,0,0,0,12000000,11020000,CF02010000,12000000,12000000,CF02
#1038,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ИМПОРТОЗАМЕЩЕНИЕ,МУЛЬТИКАРТА_11_ИМПОРТОЗАМЕЩЕНИЕ,Процессинг,"Работы по внедрению Програмный комплекс для защиты эл___почты и Интернет от утечек КИ, система класса ""DLP""+ анализатор контента",\N,0,true,false,\N,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,11020000,CF02010000,0,0,CF02
#1039,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_РЫНОК,МУЛЬТИКАРТА_11_РЫНОК,Процессинг,Поддержка миграции Jet Detective на Posgre,\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,7377049.1803279,0,0,0,7377049.1803279,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,0,0,0,0,0,0,0,0,9000000,0,0,0,9000000,11020000,CF02010000,7377049.1803279,9000000,CF02
#1040,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПСР,МУЛЬТИКАРТА_11_ПСР,Процессинг,Услуги аутстаффа по новым проектам_____,\N,0.22,true,false,\N,0,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,543108.19672131,6517298.3606557,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,662592,662592,662592,662592,662592,662592,662592,662592,662592,662592,662592,662592,7951104,11020000,CF02010000,5431081.967213099,6625920,CF02
#1041,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,_____текущие работы,\N,0.22,true,false,\N,0,2595628,2595628,2595628,2595628,2595628,2595628,2595628,2595628,2595628,2595628,2595628,2595628,31147536,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,3166667,3166667,3166667,3166667,3166667,3166667,3166667,3166667,3166667,3166667,3166667,3166667,38000004,11020000,CF02010000,25956280,31666670,CF02
#1042,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Блок развития бизнеса_Мультикарта,Блок развития бизнеса_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020410 | Прочий субподряд,\N,11020410 | Прочий субподряд,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_IPSP,МУЛЬТИКАРТА_11_IPSP,Процессинг,IPSP,\N,0,true,false,\N,0,4000000,4050000,4100000,4150000,4200000,4250000,4300000,4350000,4400000,4450000,4500000,4550000,51300000,\N,CF02011000|Прочий субподряд,CF02011000|Прочий субподряд,4000000,4050000,4100000,4150000,4200000,4250000,4300000,4350000,4400000,4450000,4500000,4550000,51300000,11020000,CF02010000,43250000,43250000,CF02
#1043,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031101 | Налоги и иные платежи в бюджет,\N,22031101 | Налоги и иные платежи в бюджет,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Налог на телеком,\N,0,true,false,\N,0,0,0,160000,0,0,160000,0,0,160000,0,0,160000,640000,\N,CF02170300|Прочие налоги и сборы,CF02170300|Прочие налоги и сборы,160000,0,0,160000,0,0,160000,0,0,160000,0,0,640000,22030000,CF02170000,640000,480000,CF02
#1044,Не заполнен Фин.клиент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020407 | Услуги по облачным сервисам,\N,11020407 | Облачные сервисы,"ООО ""МУЛЬТИКАРТА""",Домен Интеграция,БЕ Т1 Клауд,\N,Т1КЛАУД ООО,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,Процессинг,DION и Виртуальный Дата центр,\N,0.22,true,false,\N,0,24922,24922,24922,24922,24922,24922,24922,24922,24922,24922,24922,24922,299064,\N,CF02010700|Услуги по облачным сервисам,CF02010700|Услуги по облачным сервисам,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,30404.84,364858.08,11020000,CF02010000,249220,304048.4,CF02
#1045,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля качества,Департамент контроля качества,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Привлечение тестировщиков на аутстаф_____,\N,0.22,true,false,\N,0,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,3934426.2295082,47213114.754098,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,4800000,4800000,4800000,4800000,4800000,4800000,4800000,4800000,4800000,4800000,4800000,4800000,57600000,11020000,CF02010000,39344262.295081995,48000000,CF02
#1046,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ИМПОРТОЗАМЕЩЕНИЕ,МУЛЬТИКАРТА_11_ИМПОРТОЗАМЕЩЕНИЕ,Процессинг,ЭДНА,\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,1229508.1967213,0,0,0,1229508.1967213,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,0,0,0,0,0,0,0,0,1500000,0,0,0,1500000,11020000,CF02010000,1229508.1967213,1500000,CF02
#1047,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПРОЦЕССИНГ,МУЛЬТИКАРТА_11_ПРОЦЕССИНГ,Процессинг,Сметные работы_ДРТ,\N,0.22,true,false,\N,0,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,1639344.2622951,19672131.147541,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,24000000,11020000,CF02010000,16393442.622951,20000000,CF02
#1048,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Центр сопровождения клиентов,Центр сопровождения клиентов,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020406 | Услуги по заказной разработке ПО,\N,11020406 | Заказная разработка ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЦБ,МУЛЬТИКАРТА_11_ЦБ,Процессинг,ФИНЕЙТИВ,\N,0,true,false,\N,0,12055500,5000000,3164400,2540700,1500000,2000000,3500000,2000000,1600000,2000000,2000000,2000000,39360600,\N,CF02010600|Услуги по заказной разработке ПО,CF02010600|Услуги по заказной разработке ПО,12055500,5000000,3164400,2540700,1500000,2000000,3500000,2000000,1600000,2000000,2000000,2000000,39360600,11020000,CF02010000,22305100,22305100,CF02
#1049,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020405 | Услуги по IT консалтингу,\N,11020405 | IT консалтинг,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Договор на услуги внешних и внутренних тестов на проникновение и аудита соответствия требованиям PCI DSS и PCI PIN Security___ Аудит SoftPos решений и Торгово-Сервисных Предприятий(ТСП),\N,0,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,10500000,10500000,\N,CF02010500|Услуги по IT консалтингу,CF02010500|Услуги по IT консалтингу,0,0,0,0,0,0,0,0,0,0,0,10500000,10500000,11020000,CF02010000,10500000,10500000,CF02
#1050,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020405 | Услуги по IT консалтингу,\N,11020405 | IT консалтинг,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,"Договоры на услуги консалтинга и аудита соответствия требованиям 187 ФЗ (КИИ) промышленных систем, с учетом требований по импортозамещению, системы СУНБ (положению ЦБ РФ), разработка необходимой документации",\N,0,true,false,\N,0,3000000,0,0,0,0,8000000,0,0,0,0,0,0,11000000,\N,CF02010500|Услуги по IT консалтингу,CF02010500|Услуги по IT консалтингу,3000000,0,0,0,0,8000000,0,0,0,0,0,0,11000000,11020000,CF02010000,8000000,8000000,CF02
#1051,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020411 | Логистические расходы,\N,11020411 | Логистические расходы,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Договор № SSP240229OL1 от 26___03___2024,Договор № SSP240229OL1 от 26___03___2024,Прочий сервис,Прочие транспортные расходы,\N,0.22,true,false,\N,0,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,122950.81967213,1475409.8360656,\N,CF02011100|Логистические услуги,CF02011100|Логистические услуги,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,11020000,CF02010000,1229508.1967213002,1500000,CF02
#1052,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11030213 | Приобретение прочих ТМЦ и расходных материалов (за искл. IT),\N,11030200 |  Канцелярские товары и продукты питания (АХО),"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,"секьюрпаки, пин-конверты, маркеры и наклейки",\N,0.22,true,false,\N,0,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,819672.13114754,\N,CF02050304|Приобретение прочих ТМЦ и расходных материалов (за искл. IT),CF02050304|Приобретение прочих ТМЦ и расходных материалов (за искл. IT),83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,1000000,11030000,CF02050000,683060.1092896202,833333.3333333301,CF02
#1053,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020100 | Расходы на покупку оборудования для перепродажи,\N,11020100 | Себестоимость оборудования для перепродажи,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,Процессинг,"эл___ключи Jacarta(E-Token) для организации уд___доступа Банков и сотрудников МК, с учетом внедрения криптографии ГОСТ",\N,0.22,true,false,\N,0,0,0,122950.81967213,0,0,122950.81967213,0,0,122950.81967213,0,0,122950.81967213,491803.27868852,\N,"CF02020100|Платежи за покупку оборудования для перепродажи, кроме продажи ПАК","CF02020100|Платежи за покупку оборудования для перепродажи, кроме продажи ПАК",0,0,150000,0,0,150000,0,0,150000,0,0,150000,600000,11020000,CF02020000,491803.27868852,600000,CF02
#1054,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11030213 | Приобретение прочих ТМЦ и расходных материалов (за искл. IT),\N,11030200 |  Канцелярские товары и продукты питания (АХО),"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,Процессинг,РМ УВСиТ,\N,0.22,true,false,\N,0,0,0,409836.06557377,0,0,409836.06557377,0,0,409836.06557377,0,0,409836.06557377,1639344.2622951,\N,CF02050304|Приобретение прочих ТМЦ и расходных материалов (за искл. IT),CF02050304|Приобретение прочих ТМЦ и расходных материалов (за искл. IT),0,0,500000,0,0,500000,0,0,500000,0,0,500000,2000000,11030000,CF02050000,1639344.26229508,2000000,CF02
#1055,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,"22030600 | Услуги связи (интернет, мобильная связь, почта и другие)",\N,"22030600 | Услуги связи (интернет, мобильная связь, почта и другие)","ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,Стационарная связь,\N,0.22,true,false,\N,0,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,2163934.4262295,\N,"CF02080000|Услуги связи (интернет, мобильная связь, почта и другие)","CF02080000|Услуги связи (интернет, мобильная связь, почта и другие)",220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,2640000,22030000,CF02080000,1803278.6885246004,2200000,CF02
