employee_id,snapshot_date,hire_date,termination_date,attrition_90d,contact_center,project,team,tenure_months,shift_type,workload_pct,overtime_hours_30d,absence_days_90d,late_shifts_90d,schedule_adherence_pct,productivity_score,quality_score,csat_score,engagement_score,manager_changed_90d,training_hours_90d,exit_reason
SYN-03097,2026-06-30,2025-10-03,,,Казань,Поддержка,Команда 08,9,Дневная,100.06,7.06,2,1,82.21,91.83,89.1,3.8,70.62,0,5.1,
SYN-03098,2026-06-30,2023-11-13,,,Омск,Удержание,Команда 06,32,Дневная,115.46,11.08,3,0,80.43,80.69,84.62,4.36,69.24,1,0,
SYN-03099,2026-06-30,2024-09-08,,,Казань,Удержание,Команда 10,22,Смешанная,99.37,24.47,1,0,86.55,75.57,87.85,3.96,61.69,0,10.65,
SYN-03100,2026-06-30,2022-06-21,,,Казань,Продажи,Команда 12,49,Дневная,105.74,24.98,1,1,96.47,84.98,87.32,4.37,61.39,0,14.42,
SYN-03101,2026-06-30,2021-07-26,,,Казань,Поддержка,Команда 01,60,Дневная,91.63,5.53,8,0,76.52,94.6,90.37,4.18,90.1,0,7.0,
SYN-03102,2026-06-30,2024-06-10,,,Омск,Удержание,Команда 06,25,Дневная,83.37,14.57,0,2,85.47,84.15,92.9,4.36,58.63,0,0,
SYN-03103,2026-06-30,2024-11-07,,,Казань,Удержание,Команда 05,20,Дневная,87.01,7.91,0,1,90.04,89.73,96.81,4.49,60.46,0,4.16,
SYN-03104,2026-06-30,2021-10-24,,,Казань,Продажи,Команда 01,57,Дневная,77.37,6.76,1,0,89.4,68.05,90.91,4.35,69.69,1,10.29,
SYN-03105,2026-06-30,2021-11-23,,,Омск,Продажи,Команда 05,56,Дневная,87.62,4.88,0,1,91.38,88.62,88.25,4.71,57.66,0,8.53,
SYN-03106,2026-06-30,2024-05-11,,,Казань,Поддержка,Команда 06,26,Дневная,104.87,0,0,0,86.89,78.69,82.05,4.2,89.86,0,8.78,
SYN-03107,2026-06-30,2024-04-11,,,Казань,Продажи,Команда 05,27,Смешанная,110.7,0.25,3,2,92.41,74.74,91.81,4.39,73.86,0,0,
SYN-03108,2026-06-30,2022-05-22,,,Казань,Удержание,Команда 12,50,Дневная,93.68,0,2,0,96.8,74.87,77.75,4.15,61.25,0,6.81,
SYN-03109,2026-06-30,2024-09-08,,,Москва,Продажи,Команда 06,22,Ночная,74.95,0,1,0,93.61,98.46,86.93,4.61,84.25,0,0,
SYN-03110,2026-06-30,2023-07-16,,,Омск,Продажи,Команда 12,36,Дневная,78.67,15.38,8,0,83.98,78.62,76.37,4.46,63.53,0,5.68,
SYN-03111,2026-06-30,2022-05-22,,,Омск,Продажи,Команда 07,50,Смешанная,104.88,18.09,0,0,92.35,73.84,80.4,4.51,66.96,0,7.03,
SYN-03112,2026-06-30,2025-04-06,,,Москва,Поддержка,Команда 01,15,Смешанная,102.85,13.66,7,2,78.62,74.81,80.45,4.2,58.9,0,6.75,
SYN-03113,2026-06-30,2023-11-13,,,Омск,Поддержка,Команда 12,32,Смешанная,103.09,5.08,0,0,96.36,70.85,83.6,4.61,62.72,0,6.61,
SYN-03114,2026-06-30,2023-06-16,,,Москва,Поддержка,Команда 01,37,Дневная,94.48,17.54,1,2,87.34,89.71,90.7,3.98,61.46,0,2.16,
SYN-03115,2026-06-30,2023-04-17,,,Москва,Удержание,Команда 03,39,Дневная,94.29,0.26,6,0,89.1,83.34,88.79,4.44,68.55,0,7.1,
SYN-03116,2026-06-30,2025-11-02,,,Омск,Поддержка,Команда 03,8,Дневная,103.7,9.38,0,1,92.85,74.59,83.82,3.73,85.25,0,4.18,
SYN-03117,2026-06-30,2022-08-20,,,Казань,Продажи,Команда 07,47,Дневная,92.42,5.97,0,0,92.53,81.29,83.14,4.55,62.19,0,9.26,
SYN-03118,2026-06-30,2022-08-20,,,Москва,Удержание,Команда 11,47,Смешанная,90.87,8.72,0,0,88.76,92.36,95.46,4.49,56.93,1,9.81,
SYN-03119,2026-06-30,2023-09-14,,,Казань,Поддержка,Команда 07,34,Дневная,74.98,8.2,0,1,94.88,99.72,95.24,4.01,60.55,0,6.95,
SYN-03120,2026-06-30,2022-01-22,,,Казань,Поддержка,Команда 09,54,Дневная,76.26,9.18,2,1,86.99,62.84,90.57,3.98,71.68,0,7.46,
SYN-03121,2026-06-30,2021-10-24,,,Москва,Поддержка,Команда 02,57,Дневная,72.45,4.52,0,0,94.39,80.2,81.56,3.7,62.44,0,6.85,
SYN-03122,2026-06-30,2022-04-22,,,Казань,Поддержка,Команда 12,51,Дневная,100.65,5.57,1,0,89.84,78.35,83.44,4.83,53.07,0,1.76,
SYN-03123,2026-06-30,2024-08-09,,,Омск,Удержание,Команда 08,23,Ночная,88.14,7.67,0,1,94.19,77.1,79.48,4.76,82.5,0,6.73,
SYN-03124,2026-06-30,2022-05-22,,,Омск,Удержание,Команда 07,50,Дневная,68.58,6.68,11,0,77.79,69.17,77.93,3.77,68.65,0,10.48,
SYN-03125,2026-06-30,2026-03-02,,,Омск,Удержание,Команда 07,4,Дневная,90.03,9.23,1,2,95.2,69.43,65.13,4.06,69.98,0,8.13,
SYN-03126,2026-06-30,2025-02-05,,,Москва,Поддержка,Команда 05,17,Дневная,74.95,10.46,0,2,96.68,67.35,72.64,4.14,78.55,0,13.98,
SYN-03127,2026-06-30,2025-01-06,,,Москва,Поддержка,Команда 06,18,Дневная,93.9,7.62,6,0,72.69,75.72,76.75,4.48,90.38,0,12.78,
SYN-03128,2026-06-30,2022-06-21,,,Казань,Поддержка,Команда 12,49,Дневная,93.78,9.54,0,0,93.63,79.74,80.21,4.16,51.52,0,4.21,
SYN-03129,2026-06-30,2023-12-13,,,Москва,Продажи,Команда 06,31,Дневная,91.97,14.35,0,3,90.44,85.02,93.36,3.93,76.74,0,3.83,
SYN-03130,2026-06-30,2024-04-11,,,Казань,Удержание,Команда 09,27,Дневная,75.9,20.67,0,1,91.5,94.55,78.46,4.45,60.71,1,16.48,
SYN-03131,2026-06-30,2024-05-11,,,Москва,Продажи,Команда 09,26,Ночная,65.09,12.83,0,0,93.91,67.2,85.66,4.14,74.78,0,9.72,
SYN-03132,2026-06-30,2024-09-08,,,Казань,Поддержка,Команда 04,22,Дневная,79.29,11.66,0,2,91.7,90.24,77.54,4.69,84.59,0,3.97,
SYN-03133,2026-06-30,2022-03-23,,,Омск,Поддержка,Команда 01,52,Смешанная,79.0,0.21,1,5,83.5,89.54,78.99,4.25,82.54,1,8.62,
SYN-03134,2026-06-30,2025-04-06,,,Омск,Продажи,Команда 04,15,Дневная,94.19,3.31,14,1,79.11,76.11,75.31,4.5,56.49,0,2.51,
SYN-03135,2026-06-30,2022-10-19,,,Казань,Продажи,Команда 09,45,Смешанная,89.76,16.82,0,0,98.23,79.93,80.39,3.76,91.82,1,15.97,
SYN-03136,2026-06-30,2025-12-02,,,Москва,Удержание,Команда 07,7,Дневная,80.9,9.36,6,0,90.07,78.64,80.48,4.38,65.69,0,5.51,
SYN-03137,2026-06-30,2024-07-10,,,Казань,Продажи,Команда 03,24,Смешанная,104.04,5.97,0,0,100,90.99,92.0,4.98,86.08,0,7.84,
SYN-03138,2026-06-30,2023-03-18,,,Казань,Удержание,Команда 03,40,Смешанная,103.61,17.34,1,0,100,95.54,84.72,3.96,69.0,0,11.77,
SYN-03139,2026-06-30,2026-05-01,,,Москва,Удержание,Команда 10,2,Дневная,77.55,0.49,1,2,93.4,81.66,70.65,4.36,59.98,1,3.3,
SYN-03140,2026-06-30,2025-02-05,,,Омск,Поддержка,Команда 01,17,Дневная,50.81,14.17,1,4,96.2,67.32,80.33,4.65,90.17,0,6.11,
SYN-03141,2026-06-30,2025-08-04,,,Казань,Продажи,Команда 12,11,Ночная,94.11,32.11,0,3,87.5,82.52,81.27,4.32,63.11,0,11.94,
SYN-03142,2026-06-30,2023-11-13,,,Омск,Удержание,Команда 12,32,Дневная,90.38,0,4,2,84.7,87.4,95.38,4.46,83.2,0,5.74,
SYN-03143,2026-06-30,2023-08-15,,,Казань,Продажи,Команда 02,35,Дневная,89.08,24.6,1,1,90.81,85.25,88.76,4.82,66.95,1,7.34,
SYN-03144,2026-06-30,2025-07-05,,,Казань,Поддержка,Команда 02,12,Дневная,95.87,6.37,1,1,88.89,81.53,91.71,4.19,69.01,0,0,
SYN-03145,2026-06-30,2025-04-06,,,Москва,Поддержка,Команда 09,15,Дневная,91.74,8.7,1,1,88.38,76.62,87.2,4.24,89.93,0,12.51,
SYN-03146,2026-06-30,2021-12-23,,,Москва,Поддержка,Команда 02,55,Смешанная,77.57,3.43,3,3,87.75,89.45,84.77,4.32,70.35,0,14.2,
SYN-03147,2026-06-30,2022-09-19,,,Москва,Поддержка,Команда 06,46,Дневная,101.69,17.2,0,0,82.75,58.58,86.19,4.23,46.78,1,12.68,
SYN-03148,2026-06-30,2024-03-12,,,Омск,Поддержка,Команда 02,28,Дневная,90.66,5.96,12,1,74.79,80.61,78.18,4.21,59.58,0,7.21,
SYN-03149,2026-06-30,2023-08-15,,,Москва,Поддержка,Команда 06,35,Смешанная,77.54,25.53,0,0,94.3,72.23,87.31,4.23,51.45,1,6.41,
SYN-03150,2026-06-30,2022-10-19,,,Казань,Поддержка,Команда 01,45,Дневная,90.76,8.81,0,0,95.5,90.32,82.92,4.1,79.88,0,11.92,
SYN-03151,2026-06-30,2025-12-02,,,Омск,Удержание,Команда 04,7,Ночная,88.29,17.06,1,1,95.93,60.78,100,4.33,46.2,1,11.67,
SYN-03152,2026-06-30,2026-05-31,,,Казань,Поддержка,Команда 08,1,Дневная,102.41,5.11,1,2,93.14,97.73,76.32,5,54.83,0,3.52,
SYN-03153,2026-06-30,2022-08-20,,,Казань,Продажи,Команда 11,47,Ночная,98.73,16.5,2,0,92.11,76.38,82.93,4.07,69.78,1,13.61,
SYN-03154,2026-06-30,2021-08-25,,,Москва,Поддержка,Команда 06,59,Дневная,100.63,16.18,4,0,86.35,73.23,72.21,4.28,76.45,0,10.26,
SYN-03155,2026-06-30,2022-07-21,,,Казань,Поддержка,Команда 04,48,Дневная,94.43,2.01,4,3,77.79,62.01,89.29,4.54,75.34,0,12.44,
SYN-03156,2026-06-30,2023-07-16,,,Омск,Поддержка,Команда 03,36,Смешанная,101.19,10.46,0,0,96.84,79.85,85.24,4.27,75.14,0,4.6,
SYN-03157,2026-06-30,2023-09-14,,,Омск,Продажи,Команда 01,34,Смешанная,90.03,0,2,0,85.05,72.25,87.83,4.49,83.78,1,12.06,
SYN-03158,2026-06-30,2025-08-04,,,Омск,Удержание,Команда 10,11,Дневная,96.88,11.43,0,1,100,88.43,95.13,3.84,76.59,0,7.37,
SYN-03159,2026-06-30,2025-11-02,,,Казань,Удержание,Команда 08,8,Дневная,80.71,27.34,0,1,95.48,80.51,100,4.67,59.38,0,2.94,
SYN-03160,2026-06-30,2025-07-05,,,Омск,Продажи,Команда 12,12,Смешанная,101.84,21.06,0,8,80.42,79.0,93.95,4.86,67.84,1,9.55,
SYN-03161,2026-06-30,2025-05-06,,,Москва,Поддержка,Команда 07,14,Ночная,63.25,11.15,1,3,90.48,76.49,84.22,4.87,79.22,1,14.07,
SYN-03162,2026-06-30,2023-09-14,,,Омск,Продажи,Команда 08,34,Смешанная,93.63,11.46,8,0,84.31,84.82,77.51,4.4,60.59,1,19.32,
SYN-03163,2026-06-30,2023-11-13,,,Омск,Продажи,Команда 12,32,Ночная,96.58,10.35,1,1,94.97,74.15,92.18,5,52.69,1,3.26,
SYN-03164,2026-06-30,2023-01-17,,,Москва,Поддержка,Команда 06,42,Ночная,103.0,7.07,1,0,95.93,99.97,82.46,4.5,75.09,1,15.27,
SYN-03165,2026-06-30,2022-12-18,,,Омск,Удержание,Команда 12,43,Дневная,71.76,13.94,4,1,90.14,86.15,84.8,4.11,83.24,0,8.49,
SYN-03166,2026-06-30,2023-07-16,,,Омск,Поддержка,Команда 04,36,Дневная,92.79,9.75,2,2,82.28,77.38,76.58,3.76,70.17,0,11.28,
SYN-03167,2026-06-30,2023-07-16,,,Москва,Поддержка,Команда 02,36,Дневная,72.94,0,3,4,88.9,89.12,93.17,4.23,61.51,0,2.93,
SYN-03168,2026-06-30,2023-12-13,,,Казань,Поддержка,Команда 01,31,Дневная,77.59,0,5,1,81.39,80.25,89.31,4.77,80.96,0,17.83,
SYN-03169,2026-06-30,2022-11-18,,,Москва,Удержание,Команда 04,44,Дневная,79.65,3.93,2,0,93.9,99.32,89.62,3.37,57.42,0,13.1,
SYN-03170,2026-06-30,2025-11-02,,,Казань,Продажи,Команда 05,8,Ночная,67.34,10.7,0,0,94.36,87.93,81.37,4.26,81.15,0,9.78,
SYN-03171,2026-06-30,2021-08-25,,,Москва,Продажи,Команда 07,59,Дневная,80.48,5.76,0,0,97.84,82.82,75.51,4.99,66.21,0,0,
SYN-03172,2026-06-30,2024-09-08,,,Казань,Поддержка,Команда 04,22,Дневная,94.27,22.06,0,1,97.26,78.82,86.9,3.89,66.35,0,9.12,
SYN-03173,2026-06-30,2025-12-02,,,Казань,Поддержка,Команда 07,7,Смешанная,102.03,13.91,0,0,92.53,84.58,80.57,3.82,80.47,0,6.52,
SYN-03174,2026-06-30,2026-01-31,,,Москва,Удержание,Команда 05,5,Ночная,85.97,0,3,0,93.88,77.19,83.96,4.33,72.1,0,9.29,
SYN-03175,2026-06-30,2024-08-09,,,Казань,Поддержка,Команда 06,23,Смешанная,96.56,2.24,3,3,90.77,77.47,75.59,4.33,50.87,0,3.63,
SYN-03176,2026-06-30,2025-10-03,,,Москва,Удержание,Команда 07,9,Смешанная,93.9,6.83,0,3,90.89,88.74,82.8,4.54,69.06,0,8.21,
SYN-03177,2026-06-30,2024-01-12,,,Москва,Удержание,Команда 10,30,Дневная,103.21,28.42,4,3,89.07,78.13,80.46,4.17,59.5,0,3.62,
SYN-03178,2026-06-30,2023-08-15,,,Казань,Продажи,Команда 03,35,Дневная,74.16,18.86,4,0,88.6,76.65,68.71,4.15,56.75,0,4.73,
SYN-03179,2026-06-30,2026-01-31,,,Омск,Поддержка,Команда 10,5,Дневная,81.15,5.39,1,2,87.26,100,78.8,4.7,59.96,0,9.16,
SYN-03180,2026-06-30,2024-03-12,,,Москва,Поддержка,Команда 03,28,Дневная,87.14,12.95,2,0,87.0,89.7,80.76,4.63,74.92,0,8.9,
SYN-03181,2026-06-30,2022-08-20,,,Казань,Поддержка,Команда 05,47,Дневная,73.59,2.58,1,1,90.13,71.38,83.14,4.91,69.24,0,10.27,
SYN-03182,2026-06-30,2025-04-06,,,Казань,Поддержка,Команда 06,15,Ночная,70.21,11.29,7,4,79.09,82.25,81.96,4.59,60.75,0,10.83,
SYN-03183,2026-06-30,2025-02-05,,,Казань,Поддержка,Команда 01,17,Дневная,75.29,14.38,0,1,99.67,95.43,73.41,4.2,52.81,1,6.68,
SYN-03184,2026-06-30,2023-12-13,,,Казань,Удержание,Команда 09,31,Дневная,75.83,9.3,0,0,95.39,64.69,77.35,4.42,72.03,0,16.71,
SYN-03185,2026-06-30,2024-12-07,,,Казань,Поддержка,Команда 03,19,Смешанная,78.73,14.68,1,1,92.25,93.86,90.35,4.27,79.95,0,6.57,
SYN-03186,2026-06-30,2021-10-24,,,Москва,Продажи,Команда 01,57,Дневная,95.89,13.65,0,0,89.35,80.62,85.59,4.55,64.91,0,5.38,
SYN-03187,2026-06-30,2022-11-18,,,Казань,Поддержка,Команда 10,44,Дневная,79.94,9.93,0,2,93.72,65.48,80.46,4.84,84.47,0,18.08,
SYN-03188,2026-06-30,2022-04-22,,,Казань,Удержание,Команда 08,51,Ночная,77.74,2.85,3,0,86.79,70.02,89.49,4.56,31.67,0,14.08,
SYN-03189,2026-06-30,2026-01-01,,,Казань,Продажи,Команда 04,6,Дневная,93.73,17.04,0,6,91.14,79.16,96.65,4.46,77.1,0,14.02,
SYN-03190,2026-06-30,2021-10-24,,,Москва,Продажи,Команда 09,57,Дневная,108.48,2.43,11,1,81.05,85.0,83.98,4.46,54.78,1,4.89,
SYN-03191,2026-06-30,2024-08-09,,,Москва,Удержание,Команда 12,23,Дневная,73.11,0,2,5,85.3,81.16,92.91,4.18,64.05,0,9.68,
SYN-03192,2026-06-30,2023-04-17,,,Москва,Поддержка,Команда 07,39,Дневная,96.28,10.58,1,2,93.86,74.33,87.25,5,73.06,0,9.14,
SYN-03193,2026-06-30,2024-04-11,,,Омск,Удержание,Команда 01,27,Ночная,93.37,12.36,1,0,96.57,76.92,89.03,4.32,74.22,0,6.28,
SYN-03194,2026-06-30,2026-04-01,,,Омск,Удержание,Команда 02,3,Дневная,104.46,25.35,4,1,84.08,85.38,82.78,4.15,63.37,1,0.62,
SYN-03195,2026-06-30,2022-07-21,,,Москва,Поддержка,Команда 04,48,Ночная,115.38,25.16,0,1,95.96,84.77,83.06,4.94,70.91,0,0.28,
SYN-03196,2026-06-30,2021-08-25,,,Москва,Удержание,Команда 06,59,Дневная,81.2,12.96,4,2,81.22,76.47,77.5,4.96,50.94,0,6.13,
SYN-03197,2026-06-30,2025-06-05,,,Омск,Поддержка,Команда 05,13,Смешанная,88.2,17.3,2,1,96.59,95.72,83.42,4.96,79.52,0,9.11,
SYN-03198,2026-06-30,2023-12-13,,,Казань,Поддержка,Команда 11,31,Смешанная,99.2,5.33,3,5,85.34,75.36,74.24,4.19,60.23,1,6.11,
SYN-03199,2026-06-30,2023-02-16,,,Казань,Поддержка,Команда 07,41,Смешанная,93.45,7.8,6,0,89.1,94.45,68.95,4.2,58.82,0,13.76,
SYN-03200,2026-06-30,2022-09-19,,,Москва,Удержание,Команда 12,46,Смешанная,72.4,13.63,0,0,100,70.9,89.27,4.0,62.9,0,6.69,
SYN-03201,2026-06-30,2025-12-02,,,Москва,Удержание,Команда 06,7,Смешанная,110.42,24.41,7,4,81.22,59.04,78.1,4.79,63.48,0,3.78,
SYN-03202,2026-06-30,2022-09-19,,,Москва,Удержание,Команда 12,46,Дневная,105.79,17.93,1,0,86.35,94.09,80.23,4.36,50.19,1,3.81,
SYN-03203,2026-06-30,2023-02-16,,,Москва,Удержание,Команда 06,41,Смешанная,91.93,5.03,3,1,85.1,89.64,85.38,4.8,72.79,0,0.61,
SYN-03204,2026-06-30,2026-04-01,,,Москва,Продажи,Команда 07,3,Дневная,80.75,12.85,1,1,95.71,61.53,100,5,60.92,0,4.68,
SYN-03205,2026-06-30,2022-12-18,,,Омск,Удержание,Команда 09,43,Ночная,82.21,14.56,1,0,92.44,77.89,84.65,4.69,60.18,0,9.62,
SYN-03206,2026-06-30,2023-11-13,,,Казань,Поддержка,Команда 01,32,Смешанная,87.91,27.54,1,2,87.96,70.59,86.29,4.85,69.41,0,8.02,
SYN-03207,2026-06-30,2021-12-23,,,Казань,Поддержка,Команда 05,55,Дневная,67.74,0,0,0,84.13,77.58,89.8,4.68,93.33,0,3.46,
SYN-03208,2026-06-30,2021-08-25,,,Омск,Удержание,Команда 09,59,Ночная,85.16,10.24,6,3,79.56,82.41,88.19,3.81,62.4,0,1.16,
SYN-03209,2026-06-30,2023-03-18,,,Омск,Продажи,Команда 11,40,Ночная,81.25,26.49,0,0,92.2,88.99,92.72,4.34,58.23,0,5.98,
SYN-03210,2026-06-30,2024-04-11,,,Омск,Продажи,Команда 02,27,Смешанная,91.86,7.24,0,0,96.95,76.92,84.52,4.5,58.11,0,10.96,
SYN-03211,2026-06-30,2022-05-22,,,Казань,Поддержка,Команда 01,50,Дневная,66.75,5.59,1,4,88.61,76.23,96.9,4.31,56.21,0,4.57,
SYN-03212,2026-06-30,2026-01-31,,,Москва,Поддержка,Команда 11,5,Дневная,74.35,24.63,0,6,88.27,84.59,89.59,4.44,58.04,1,5.93,
SYN-03213,2026-06-30,2022-12-18,,,Омск,Удержание,Команда 09,43,Дневная,68.49,11.78,2,1,89.86,98.66,77.82,4.29,56.09,0,4.87,
SYN-03214,2026-06-30,2025-09-03,,,Москва,Поддержка,Команда 09,10,Дневная,72.55,13.3,0,3,94.35,83.78,85.59,4.15,76.32,0,15.12,
SYN-03215,2026-06-30,2022-12-18,,,Москва,Удержание,Команда 02,43,Ночная,106.24,6.47,4,0,88.71,84.87,95.86,4.27,87.61,0,8.87,
SYN-03216,2026-06-30,2021-09-24,,,Казань,Удержание,Команда 08,58,Дневная,82.05,17.92,0,0,97.2,79.05,89.55,4.97,80.8,0,7.99,
SYN-03217,2026-06-30,2025-04-06,,,Москва,Поддержка,Команда 08,15,Дневная,85.38,10.54,3,0,99.33,80.05,96.89,4.99,86.29,0,2.42,
SYN-03218,2026-06-30,2022-12-18,,,Казань,Продажи,Команда 11,43,Смешанная,85.86,4.89,0,0,91.55,82.01,84.55,4.54,68.79,0,10.68,
SYN-03219,2026-06-30,2024-01-12,,,Казань,Поддержка,Команда 07,30,Ночная,86.77,16.83,1,2,85.5,82.33,88.46,4.46,78.59,0,0,
SYN-03220,2026-06-30,2026-05-01,,,Казань,Поддержка,Команда 12,2,Дневная,98.6,23.58,9,2,78.79,88.43,87.23,4.49,63.83,0,0,
SYN-03221,2026-06-30,2024-08-09,,,Казань,Продажи,Команда 01,23,Дневная,105.88,0,0,0,94.89,88.57,86.17,4.31,77.02,0,5.07,
SYN-03222,2026-06-30,2022-04-22,,,Омск,Продажи,Команда 07,51,Смешанная,116.17,10.78,8,3,75.31,83.0,70.64,3.79,57.46,0,7.72,
SYN-03223,2026-06-30,2023-09-14,,,Омск,Продажи,Команда 01,34,Дневная,85.94,19.19,0,1,93.28,89.02,86.99,4.28,75.43,0,3.87,
SYN-03224,2026-06-30,2023-02-16,,,Казань,Поддержка,Команда 01,41,Смешанная,79.57,11.24,2,0,89.31,81.44,90.12,4.21,67.14,0,9.2,
SYN-03225,2026-06-30,2021-12-23,,,Москва,Продажи,Команда 07,55,Дневная,89.57,0,0,1,92.59,83.95,86.52,4.42,80.23,0,9.48,
SYN-03226,2026-06-30,2023-07-16,,,Москва,Поддержка,Команда 06,36,Смешанная,113.48,28.86,2,0,98.46,81.77,86.13,4.77,63.61,0,5.13,
SYN-03227,2026-06-30,2024-08-09,,,Казань,Поддержка,Команда 03,23,Дневная,89.06,14.03,1,0,87.96,94.88,90.72,3.78,62.43,0,0,
SYN-03228,2026-06-30,2022-11-18,,,Казань,Поддержка,Команда 09,44,Смешанная,66.24,16.29,1,0,88.63,91.18,89.28,4.35,58.02,0,12.1,
SYN-03229,2026-06-30,2022-02-21,,,Казань,Удержание,Команда 07,53,Дневная,98.92,0,10,2,84.03,96.43,89.44,4.42,82.57,0,9.82,
SYN-03230,2026-06-30,2022-11-18,,,Казань,Поддержка,Команда 08,44,Ночная,77.35,14.23,2,11,87.39,73.82,80.23,4.55,74.19,0,0.52,
SYN-03231,2026-06-30,2023-10-14,,,Москва,Удержание,Команда 02,33,Смешанная,88.25,23.6,3,0,85.63,95.17,84.96,4.85,69.06,0,2.24,
SYN-03232,2026-06-30,2025-07-05,,,Москва,Удержание,Команда 12,12,Дневная,78.83,0,1,10,83.88,83.51,88.03,4.65,94.18,0,6.78,
SYN-03233,2026-06-30,2026-01-01,,,Москва,Продажи,Команда 02,6,Дневная,84.3,5.87,7,1,77.32,89.11,88.44,4.29,62.57,1,15.48,
SYN-03234,2026-06-30,2024-08-09,,,Казань,Продажи,Команда 10,23,Дневная,95.02,11.62,1,1,98.85,92.52,75.46,3.93,59.48,0,2.44,
SYN-03235,2026-06-30,2023-01-17,,,Казань,Продажи,Команда 09,42,Дневная,93.03,28.49,0,0,89.68,78.48,92.58,4.74,62.64,1,13.86,
SYN-03236,2026-06-30,2026-01-31,,,Москва,Продажи,Команда 09,5,Смешанная,119.27,16.05,2,1,88.72,75.54,83.59,4.26,64.51,1,11.18,
SYN-03237,2026-06-30,2023-08-15,,,Омск,Удержание,Команда 08,35,Смешанная,53.03,22.43,2,1,89.4,81.78,77.72,4.43,74.03,0,7.42,
SYN-03238,2026-06-30,2022-09-19,,,Казань,Поддержка,Команда 05,46,Ночная,83.96,16.92,5,0,82.19,87.9,79.41,4.0,83.91,0,0,
SYN-03239,2026-06-30,2026-03-02,,,Омск,Удержание,Команда 12,4,Ночная,94.29,26.01,0,0,93.89,80.48,91.22,4.03,77.49,0,5.83,
SYN-03240,2026-06-30,2023-03-18,,,Москва,Продажи,Команда 07,40,Смешанная,97.86,1.75,6,0,88.37,84.2,89.01,4.26,75.78,0,7.81,
SYN-03241,2026-06-30,2026-05-01,,,Москва,Продажи,Команда 10,2,Смешанная,111.23,13.35,0,4,95.26,81.54,79.58,4.54,53.89,0,7.07,
SYN-03242,2026-06-30,2024-05-11,,,Москва,Поддержка,Команда 05,26,Смешанная,82.1,19.93,2,2,90.05,86.04,74.16,4.13,55.24,1,2.92,
SYN-03243,2026-06-30,2023-02-16,,,Москва,Продажи,Команда 10,41,Дневная,97.54,4.99,1,1,98.89,82.65,81.07,4.89,63.9,0,11.51,
SYN-03244,2026-06-30,2025-01-06,,,Москва,Продажи,Команда 04,18,Дневная,95.37,10.41,0,2,93.92,86.43,76.03,4.44,76.75,0,9.79,
SYN-03245,2026-06-30,2024-11-07,,,Москва,Удержание,Команда 02,20,Смешанная,113.63,30.67,2,0,89.32,88.85,84.65,3.8,76.31,0,9.14,
SYN-03246,2026-06-30,2024-03-12,,,Москва,Поддержка,Команда 05,28,Смешанная,85.72,5.82,6,1,83.87,100,76.09,3.85,68.22,0,1.66,
SYN-03247,2026-06-30,2026-04-01,,,Москва,Продажи,Команда 11,3,Смешанная,86.43,14.43,3,4,88.88,78.15,90.27,4.06,47.09,0,5.72,
SYN-03248,2026-06-30,2024-10-08,,,Москва,Удержание,Команда 05,21,Ночная,86.22,9.32,4,0,88.61,86.47,82.39,4.57,68.01,0,12.93,
SYN-03249,2026-06-30,2022-12-18,,,Казань,Продажи,Команда 11,43,Дневная,75.62,0,0,0,99.53,72.94,83.55,3.83,85.36,0,8.06,
SYN-03250,2026-06-30,2023-06-16,,,Омск,Продажи,Команда 11,37,Смешанная,88.33,9.66,0,0,93.86,84.23,96.68,3.97,58.88,1,7.24,
SYN-03251,2026-06-30,2025-12-02,,,Омск,Удержание,Команда 08,7,Смешанная,71.46,0.77,1,2,88.23,76.33,85.63,4.14,66.51,0,6.03,
SYN-03252,2026-06-30,2021-12-23,,,Москва,Удержание,Команда 03,55,Дневная,77.58,10.83,5,2,82.97,81.09,74.58,4.47,54.33,0,5.38,
SYN-03253,2026-06-30,2026-01-01,,,Омск,Поддержка,Команда 01,6,Дневная,99.33,0.47,0,4,89.67,82.37,84.01,4.8,64.21,1,6.7,
SYN-03254,2026-06-30,2026-01-01,,,Москва,Удержание,Команда 03,6,Ночная,102.61,8.55,0,5,92.04,83.04,84.18,4.17,66.96,1,11.48,
SYN-03255,2026-06-30,2023-10-14,,,Казань,Продажи,Команда 01,33,Смешанная,108.08,9.59,1,1,91.57,81.16,83.49,4.36,83.95,0,13.77,
SYN-03256,2026-06-30,2025-12-02,,,Казань,Поддержка,Команда 05,7,Дневная,78.4,15.92,1,0,92.09,81.56,79.05,4.61,51.42,0,5.69,
SYN-03257,2026-06-30,2025-01-06,,,Омск,Удержание,Команда 10,18,Дневная,84.68,19.77,0,3,89.35,73.88,77.4,4.42,62.32,0,5.51,
SYN-03258,2026-06-30,2023-10-14,,,Омск,Удержание,Команда 02,33,Дневная,111.93,25.0,2,0,86.55,82.1,86.62,4.48,71.62,0,6.0,
SYN-03259,2026-06-30,2024-08-09,,,Москва,Удержание,Команда 12,23,Дневная,82.45,26.05,0,4,91.65,80.39,91.3,4.02,79.66,0,10.13,
SYN-03260,2026-06-30,2024-09-08,,,Омск,Поддержка,Команда 05,22,Ночная,100.62,0.64,1,0,98.46,68.51,89.6,4.32,80.04,0,9.79,
